Dates,S_1_Comdty,Momentum,Basis,Basis_Momentum,Skewness,Inflation_Beta,Volatility,Open_Interest,Value,Return,Log Return
2013-02-28,1474.25,0.229566305254379,-0.0149228421231135,0.229566305254379,-0.0937128313275014,0.0263047785860838,0.35699440233736,5405,-0.17788846041528,1.0138939011187298,0.01379826568927457
2013-03-29,1404.75,0.069470879330034,-0.0137035059619149,0.069470879330034,0.172773553689554,0.0234774034575812,0.399069874326179,-34759,-0.0788421472678793,1.0276983559685489,0.02732169592838229
2013-04-30,1467.75,0.0461511047754808,-0.0468404019758133,0.0461511047754808,0.217503954042254,0.0307996612785368,0.359075204694635,-26529,-0.139102845484279,1.0502521300643366,0.049030259215106405
2013-05-31,1510.0,0.004657351962741,-0.0478476821192053,0.004657351962741,0.308945639596697,0.0284296099022829,0.372456753731454,56531,-0.19675016303345,0.873340321453529,-0.13542996926277115
2013-06-28,1564.5,0.167537313432835,-0.0853307766059443,0.167537313432835,0.308974025825765,0.0284296099022829,0.311412141980579,-62830,-0.22149369330671,1.0994198839767955,0.094782662488615
2013-07-31,1374.0,-0.0917203767972236,-0.090429403202329,-0.0917203767972236,0.148133230457963,0.0284296099022829,0.543686823283264,-40031,-0.122839677010254,1.0489871086556168,0.047825040163830476
2013-08-30,1424.0,-0.172574084834399,-0.0466994382022472,-0.172574084834399,-0.606122736954761,0.0470416098882116,0.4958436862855,96027,-0.184230248406085,0.9982490272373541,-0.0017525075072459882
2013-09-30,1282.75,-0.198782011242973,0.0017540440459948,-0.198782011242973,-0.494089549658153,0.0470416098882116,0.604907339642728,34648,-0.103806183139744,1.0406712734452122,0.03986596017242304
2013-10-31,1280.25,-0.200343535290444,-0.0109353641866823,-0.200343535290444,-0.57084244122643,0.0468192457012592,1.37956832170509,-56997,-0.124157235037369,1.0142287990893568,0.014128519843657384
2013-11-29,1336.5,-0.136069812540401,-0.0140291806958474,-0.136069812540401,-0.7133934459271,0.0457527331145137,1.05407938431737,53428,-0.175198578396466,0.981431334622824,-0.018743227343247668
2013-12-31,1312.5,-0.0877497827975673,-0.0152380952380953,-0.0877497827975673,-0.929368281751518,0.0457527331145137,1.28069523398476,-43185,-0.16653473902698,1.0112337406385494,0.011171110782737574
2014-01-31,1282.75,-0.0958590308370048,-0.0111089456246346,-0.0958590308370048,-0.888878806862682,0.0447768342977894,29.8577076170419,36323,-0.176757108171215,1.010961810466761,0.010902165305848501
2014-02-28,1414.25,-0.0369424582907734,-0.0001767721407106,-0.0369424582907734,-0.453508698781989,0.042909217559566,1.9899459698104,65247,-0.299536873131419,1.024134312696747,0.0238476827588903
2014-03-31,1464.0,0.0421783235451141,-0.0235655737704918,0.0421783235451141,-0.68359093141388,0.0436671934336719,1.10753239948347,-41484,-0.360371041304559,0.9416625351181623,-0.06010831156446781
2014-04-30,1530.75,0.0896956753870788,-0.0117589416952474,0.0896956753870788,-0.80169147254644,0.0443219702987468,0.997830270664845,-29919,-0.410016966455234,1.0482625482625483,0.04713407767445239
2014-05-30,1493.25,0.0173735309146648,-0.0460405156537753,0.0173735309146648,-0.604553680931262,0.0478031564504003,1.15161865971306,15650,-0.3634584815386,0.8270351569843956,-0.18990807339359783
2014-06-30,1400.5,-0.104825822946629,-0.0505176722599072,-0.104825822946629,-0.211504351732704,0.0478031564504003,1.69603896778864,-23892,-0.299332844626348,1.1134348715617186,0.10744971616339333
2014-07-31,1224.5,-0.217321828060083,-0.101878317680686,-0.217321828060083,-0.160277310393246,0.0497021165491038,105.827876104538,10781,-0.164915733838779,1.0637051501098365,0.061758237957694105
2014-08-29,1089.5,-0.207059679767103,-0.059889857732905,-0.207059679767103,-0.125054963067721,0.046100364956442,2.00829173237034,58042,-0.0419811358013856,0.9913161465400271,-0.008721777828154528
2014-09-30,913.25,-0.358672752808989,0.0087599233506707,-0.358672752808989,-0.0703553798894682,0.0487028452614239,0.695476324794409,108155,0.134483352907897,0.9745055992375506,-0.025825014296743422
2014-10-31,1046.5,-0.184174624829468,0.0026278069756331,-0.184174624829468,-0.0048361853689512,0.0383405000242041,28.9585780732145,-115504,-0.0066004406370433,0.993643031784841,-0.00637725977852965
2014-11-28,1016.0,-0.206404999023629,0.0063976377952756,-0.206404999023629,0.0596959201070689,0.0383405000242041,3.69884493049717,11637,0.0205389368752648,0.9455300439667806,-0.056009615643586745
2014-12-31,1019.25,-0.237373737373737,0.0041697326465537,-0.237373737373737,0.140444965849234,0.0383405000242041,4.03053390599573,-71415,-0.0078038089000553,0.9930250581245156,-0.006999380487465043
2015-01-30,961.0,-0.267809523809524,0.0070239334027055,-0.267809523809524,0.224658255405406,0.0376705020773975,1.98854123607145,95003,0.0377403279828471,0.9476617397625394,-0.053757654997067646
2015-02-27,1030.75,-0.196452933151432,0.0009701673538684,-0.196452933151432,0.0564439566927931,0.0376705020773975,5.79442855606464,-22763,-0.0437519435584428,0.9953975965226285,-0.004613027145058382
2015-03-31,973.25,-0.311826056213541,0.0046236835345492,-0.311826056213541,0.268758327626864,0.0376705020773975,0.829507471442308,92295,0.0158394309886894,0.9418545081967213,-0.05990446623171107
2015-04-30,978.5,-0.331625683060109,-0.0025549310168625,-0.331625683060109,0.332975685357507,0.0375906661823739,0.847148588623503,-88995,0.0334540110611092,1.0160456894207235,0.015918318047461303
2015-05-29,934.0,-0.389841580924383,-0.0157922912205567,-0.389841580924383,0.552096877894377,0.0409480547949565,0.565990081771386,66690,0.0827773936040339,0.9082896617436874,-0.09619194052301462
2015-06-30,1056.25,-0.292650259501088,-0.0063905325443787,-0.292650259501088,0.433184789512721,0.0374250928024931,0.770055891809951,-75642,-0.0253481528537334,1.02884867558353,0.028440386351988787
2015-07-31,980.75,-0.299714387718672,-0.0280397654855977,-0.299714387718672,0.444155419381912,0.0400855540743972,0.615796244377819,-24307,0.115561936197385,1.0112676056338028,0.011204599012863062
2015-08-31,897.5,-0.176227627351996,-0.0111420612813371,-0.176227627351996,0.382155527943822,0.0455457922833982,0.336556747795944,14179,0.234554520974141,0.9977628635346756,-0.0022396425935047983
2015-09-30,892.0,-0.18127581459385,0.0022421524663676,-0.18127581459385,0.386501293711325,0.0400263749743194,0.36276715964667,48473,0.240701508756566,0.9971775331639853,-0.0028264575063268274
2015-10-30,883.75,-0.0323022173555981,0.0022630834512023,-0.0323022173555981,0.819861056336809,0.0399836893948379,0.355842288878983,-67953,0.298115970901558,0.9974525898669686,-0.002550660303075064
2015-11-30,881.0,-0.132874015748031,0.0025539160045402,-0.132874015748031,0.87292509062882,0.0399836893948379,0.378270067509586,54718,0.315215252438938,1.0234307202776973,0.023160434798105953
2015-12-31,871.25,-0.142470472440945,-0.0080344332855093,-0.142470472440945,0.921564404899153,0.0383110133102199,0.423946060697936,-45073,0.359984767784851,0.9974561899378179,-0.002547051044460567
2016-01-29,882.25,-0.134412558253618,0.0025502975347124,-0.134412558253618,0.880395858542041,0.0280340264219127,0.454549776939185,55143,0.37212487020696,1.065911730545877,0.06383051794921293
2016-02-29,853.0,-0.172447247150134,0.0093786635404455,-0.172447247150134,1.19865401805948,0.0271523283228156,0.382409414731792,-5820,0.420542354087613,0.9923726505039498,-0.0076565864882705255
2016-03-31,910.75,-0.116420082464225,0.0076859730990941,-0.116420082464225,0.895359806929384,0.0352999469547776,0.520477410952314,78525,0.373868292268171,1.0453993687788299,0.04439898348822767
2016-04-29,1021.0,0.0490624197277163,0.0085700293829578,0.0490624197277163,0.633491439193829,0.032590594311104,0.880845476653307,20375,0.273161138438285,1.0018578727357177,0.0018561490247934376
2016-05-31,1078.5,0.154710920770878,-0.0018544274455262,0.154710920770878,0.342750965043465,0.032590594311104,0.935210989259309,91410,0.205158891781637,0.8686395571641473,-0.14082701862878774
2016-06-30,1175.0,0.258029978586724,-0.0006382978723403,0.258029978586724,0.17879380477616,0.0390251695818383,1.09375937780626,-102060,0.116873365803788,1.0122549019607843,0.012180418556871013
2016-07-29,1032.5,-0.0224852071005918,-0.0121065375302664,-0.0224852071005918,0.0198767677616786,0.0370048079086306,0.705065438170712,-94794,0.241536712786226,1.0180275715800635,0.01786700182842432
2016-08-31,960.0,-0.0211572775936781,-0.0177083333333333,-0.0211572775936781,0.0204555303085847,0.0370048079086306,0.703348495103573,-58827,0.301676243748716,0.9945269741985927,-0.00548805767877518
2016-09-30,954.0,0.0629526462395547,0.005503144654088,0.0629526462395547,-0.0590535251196851,0.0359345763782623,0.688080873814183,14152,0.310653379554947,1.0291574005436126,0.028740409725077538
2016-10-31,1002.25,0.134087694483734,0.009478672985782,0.134087694483734,-0.273731368577928,0.0451152072040603,1.34502275421525,-18184,0.261414027076619,0.9913565426170469,-0.008681028714852783
2016-11-30,1032.25,0.168033946251768,0.0087188181157664,0.168033946251768,-0.33979103568368,0.0457383513613762,1.23744113341954,101303,0.231920613833035,1.030129482071713,0.0296845050898463
2016-12-30,996.5,0.131101021566401,0.0075263421976918,0.131101021566401,-0.249247744569079,0.0474416725980283,1.02154086631405,-96728,0.277459791388723,0.990572878897752,-0.009471837662566403
2017-01-31,1024.5,0.161235477472372,0.0095168374816982,0.161235477472372,-0.360383219272501,0.0474416725980283,1.34361068324807,91719,0.273272999670096,0.9239681390296887,-0.07907768950455689
2017-02-28,1025.0,0.161802210257864,0.0104878048780488,0.161802210257864,-0.332424322736874,0.0472313861619963,1.58816058224667,-37693,0.272785075776542,0.9885057471264368,-0.011560822401075971
2017-03-31,946.0,0.109026963657679,0.0116279069767442,0.109026963657679,-0.292440360959503,0.0492008827482555,0.631742466114247,44237,0.385037793948486,0.9602614379084967,-0.040549700440968915
2017-04-28,945.25,0.0378808674169637,0.0116371330335889,0.0378808674169637,-0.152497323039286,0.0492008827482555,0.559551947012831,-91005,0.398416906589348,0.9975496869044378,-0.0024533200256464205
2017-05-31,916.0,-0.102840352595495,0.0024563318777293,-0.102840352595495,-0.266422093805918,0.0492008827482555,0.478396287379562,50975,0.449881575308469,1.0554382259767687,0.0539560607543765
2017-06-30,942.25,-0.126332869726472,0.0050411249668347,-0.126332869726472,-0.275078859335715,0.0359803013985512,0.51988321596748,-29970,0.439176002576082,0.9949974987493747,-0.005015055646427843
2017-07-31,994.5,-0.0368038740920096,0.0050276520864756,-0.0368038740920096,-0.357575650033265,0.0334264013866395,0.772004457258864,-37391,0.397076383626783,0.9904787093361545,-0.009566907939613008
2017-08-31,936.25,-0.0932203389830507,0.0096128170894525,-0.0932203389830507,-0.193802622396077,0.022683686833217,2.39640488357757,36341,0.471645497238994,0.9895247828308635,-0.01053046844126938
2017-09-29,968.25,0.0085937499999999,0.010586108959463,0.0085937499999999,-0.43539318321811,0.0238818830697073,4.72806645819297,24869,0.442704853395937,1.0132013201320131,0.01311494207782795
2017-10-31,973.75,0.0207023060796643,0.0112965340179718,0.0207023060796643,-0.497543552780263,0.0238818830697073,1.0708532575056,-17122,0.440339163280375,0.9879729391130042,-0.01209997117110676
2017-11-30,985.75,-0.016462958343727,0.012173471975653,-0.016462958343727,-0.528153412437446,0.023618874224836,4.35037349519285,86376,0.42861216201406,1.047049649077203,0.04597635108615777
2017-12-29,951.75,-0.0779849842576896,0.0105069608615709,-0.0779849842576896,-0.266127864426515,0.0121709332607152,16.9127592711996,-43650,0.47489657146638,0.9888282025819265,-0.011234670656808705
2018-01-31,995.75,-0.0007526342197694,0.0112980165704244,-0.0007526342197694,-0.479663769988675,0.0102490128452147,1.27796913719751,79562,0.422703668218081,1.0,0.0
2018-02-28,1045.0,0.0200097608589556,0.0100478468899521,0.0200097608589556,-0.436810949518329,0.0126485225087647,1.6604215081154,-10065,0.36332146707307,0.9898152534343913,-0.01023696596035056
2018-03-30,1044.75,0.0192682926829268,0.0102895429528596,0.0192682926829268,-0.433044921390634,0.0188447504071207,1.66490247713502,113617,0.326348119316968,0.9759179780639008,-0.024376734969462275
2018-04-30,1037.75,0.097857709600635,0.0103589496506866,0.097857709600635,-0.330958562490077,0.0188447504071207,0.94829202550228,-39644,0.333070833711845,0.9953579281700464,-0.004652879705651871
2018-05-31,1018.5,0.0774927267918541,0.0046637211585665,0.0774927267918541,-0.197404685208622,0.0159078795590824,0.789330665477113,50824,0.331499463001905,1.052403011001737,0.05107613126099577
2018-06-29,858.5,-0.0627729257641926,0.0058241118229469,-0.0627729257641926,-1.33935662952107,0.0176897868770089,8.14808218315776,-96367,0.501228171820207,0.9944979367262724,-0.005517255374754629
2018-07-31,903.75,-0.0408596444680289,0.0055325034578146,-0.0408596444680289,-1.2729478688485,0.0176897868770089,1.28078401506843,-1537,0.436712741094185,0.9875518672199171,-0.012526259819180256
2018-08-31,833.0,-0.162393162393162,0.0126050420168067,-0.162393162393162,-0.964650726265891,0.01401921869975,1.20504808555317,4318,0.515243774365145,0.9837114601512508,-0.01642265648426891
2018-09-28,845.5,-0.0969292389853139,0.0165582495564756,-0.0969292389853139,-1.25472305415232,0.01401921869975,62.1987014280675,57165,0.495570888669129,1.065453478133255,0.06340050959792981
2018-10-31,839.0,-0.133488252001033,0.015196662693683,-0.133488252001033,-1.21098784144959,0.01401921869975,19.8589380259107,-102431,0.514431473902848,0.9859504132231405,-0.01414921649287068
2018-11-30,894.75,-0.0811296534017971,0.0142497904442582,-0.0811296534017971,-1.06813813264789,0.002845519958772,1.66104655047453,-37103,0.451494574621143,1.038268156424581,0.03755409090250618
2018-12-31,882.5,-0.0727607039663776,0.0141643059490084,-0.0727607039663776,-1.06132731016168,0.0038367928564896,1.9494643130658,-60884,0.449221414661832,0.9849340866290018,-0.015180557177015979
2019-01-31,915.25,-0.0383504071447333,0.0152963671128108,-0.0383504071447333,-1.17813398564063,-0.0008089335885351,1.24763939492357,35526,0.403930091562918,0.9862675089261193,-0.013827653949350552
2019-02-28,897.5,-0.098669344715039,0.0142061281337047,-0.098669344715039,-1.07830933575002,-0.0020471341299526,1.56348970425854,-50028,0.423317795380407,0.9849624060150376,-0.01515180502060222
2019-03-29,884.25,-0.153827751196172,0.0152671755725191,-0.153827751196172,-1.050578478885,-0.0008544858399081,1.25440607924366,86902,0.417642103832621,1.0357142857142858,0.03509131981127019
2019-04-30,841.25,-0.194783441014597,0.0151560178306092,-0.194783441014597,-0.850904229293876,-0.0024301189214143,0.730904170432064,-10882,0.444292047955458,0.9923685698134539,-0.007660698551298378
2019-05-31,877.75,-0.154179715731149,0.0076901167758474,-0.154179715731149,-0.868380244544524,-0.0066994658215661,1.07740594156535,53711,0.365975996016233,0.960751796572692,-0.04003917956995783
2019-06-28,899.75,-0.116593028964163,0.0052792442345095,-0.116593028964163,-0.972915955413211,-0.0066994658215661,0.794597863801624,-138421,0.341220864105634,0.9942462600690449,-0.005770356461336367
2019-07-31,864.0,0.0064065230052416,0.0057870370370369,0.0064065230052416,-0.163595577714465,-0.0066994658215661,0.589857669132501,-24307,0.344749596002738,0.9861910241657077,-0.013905206667612262
2019-08-30,857.0,-0.051728907330567,0.014002333722287,-0.051728907330567,-0.0385034756914518,-0.0072981288637815,0.556605906552039,20275,0.33686325098796,0.9853181076672104,-0.014790738001396497
2019-09-30,906.0,0.0715552927261978,0.0149006622516556,0.0715552927261978,0.191427796210755,-0.0072981288637815,4.51116502406685,70589,0.266293958803659,0.9560203807991419,-0.044976047330424485
2019-10-31,916.75,0.0842696629213486,0.0169075538587402,0.0842696629213486,0.169333532792038,-0.0066534241676795,169.311953458997,-21498,0.208252757198227,0.9837307152875175,-0.016403082708218195
2019-11-29,876.75,0.044994040524434,0.0165383518676931,0.044994040524434,0.172411632398398,0.0068897978329531,0.840578226175006,139855,0.211357138754397,0.9280481423338566,-0.07467167002659657
2019-12-31,943.0,0.0539256775635653,0.0132555673382821,0.0539256775635653,0.253296937826298,0.0068897978329531,6.14580028020934,-113788,0.106984532715441,0.9839300817592331,-0.016200439577149006
2020-01-31,872.5,-0.0113314447592067,0.0163323782234956,-0.0113314447592067,0.0580401017495074,0.0076942799754396,1.00051460070763,125124,0.153438817205576,0.9963595631475777,-0.0036470793686680246
2020-02-28,883.5,-0.0346899754165531,0.0104697226938313,-0.0346899754165531,0.137506268706591,0.0076942799754396,0.84405022920579,-62609,0.123780650416637,0.9960652051714446,-0.003942556500808929
2020-03-31,886.0,0.0019790783149562,0.0039503386004515,0.0019790783149562,-0.0334498041041178,0.0076942799754396,0.863754916912688,17115,0.0976122211224156,0.9862613270973399,-0.013833921871691093
2020-04-30,850.25,-0.0384506644048629,0.0058806233460746,-0.0384506644048629,0.104385245128157,0.0136695692983937,1.30536926804439,9628,0.136473027888515,0.9967397747480735,-0.003265551365643996
2020-05-29,840.75,-0.0005943536404162,0.0032708890871247,-0.0005943536404162,0.0299449011667165,0.0136564857415726,1.11133044888518,72298,0.137079816086721,1.013086770981508,0.013001879033012526
2020-06-30,884.25,-0.0172270075020842,-0.0062199604184336,-0.0172270075020842,0.143815161534701,0.0136564857415726,11.1653253456804,-63652,0.0794118134144152,1.0081437798371244,0.008110798204546868
2020-07-31,897.5,-0.0025006946373994,-0.0080779944289693,-0.0025006946373994,0.077243552664036,0.0136078418509402,14.0443129644028,12425,0.0446031378152156,0.9976402726796014,-0.0023625158645782076
2020-08-31,951.25,0.10997666277713,0.002365308804205,0.10997666277713,-0.244943770135729,0.0173828232612969,53.4328058134492,40350,-0.0294707640670839,0.9963494767583354,-0.00365720266217487
2020-09-30,1023.5,0.194282380396733,0.0036638983878847,0.194282380396733,-0.298338699294111,0.0165851652385465,0.873143120499185,129914,-0.102677259992533,1.1072189349112427,0.10185140735285018
2020-10-30,1056.5,0.166114790286976,-0.0002366303833412,0.166114790286976,-0.264187731502189,0.0163351327459737,0.664365147166578,-75854,-0.131510376493255,0.9991449337323642,-0.0008554320453210909
2020-11-30,1168.5,0.332763045337895,0.0008557980316645,0.332763045337895,-0.304277253539443,0.0163351327459737,0.421638329471664,33142,-0.238164189094277,1.0427154843630817,0.0418283529602498
2020-12-31,1315.25,0.500142571998859,-0.0032313248431856,0.500142571998859,-0.176115599168581,0.0235232585394594,0.289741412343394,-62146,-0.322651554857355,1.0021945866861741,0.002192182098221051
2021-01-29,1370.0,0.452810180275716,-0.0021897810218978,0.452810180275716,-0.0929283414748708,0.0227489376352301,0.263169910737985,35723,-0.365355326724758,1.0167349118746662,0.01659642613243025
2021-02-26,1405.25,0.610601719197708,-0.0007116171499733,0.610601719197708,0.280492521873896,0.0227489376352301,0.274030387584495,-75992,-0.393396262870911,1.006303624584136,0.006283839842878645
2021-03-31,1436.75,0.6262026032824,-0.0062641378110318,0.6262026032824,0.252184923999459,0.0227489376352301,0.289829596143087,21609,-0.410039810380097,0.9659442724458205,-0.03464913541317413
2021-04-30,1571.0,0.77313769751693,-0.0233927434754934,0.77313769751693,-0.0215477046567229,0.0268103057855608,0.246420938595965,-62669,-0.494011138147611,1.0327260458839407,0.03220195252943506
2021-05-31,1530.5,0.820398453761522,-0.0316889905259718,0.820398453761522,0.0723352951520959,0.019852865882574,0.259426208756836,-2536,-0.452590222934042,0.9479020979020979,-0.05350405431523275
2021-06-30,1450.0,0.724650609574784,-0.0137931034482759,0.724650609574784,-0.205607750167786,0.009375374352441,0.15701094210004,-118563,-0.389472976976051,1.0437108078199926,0.04278244708391297
2021-07-30,1414.75,0.599943454905287,-0.0418801908464393,0.599943454905287,-0.025206435430968,0.0088184762037335,0.166820968788393,-28274,-0.345522042932922,1.004835589941973,0.004823936030853004
2021-08-31,1298.75,0.447075208913649,-0.0048123195380173,0.447075208913649,-0.215490993973141,0.0088184762037335,0.239942175887446,10600,-0.256395587009573,0.9924930857368629,-0.007535232957034757
2021-09-30,1256.0,0.320367936925099,0.0075636942675159,0.320367936925099,0.027545182300917,0.0072564387488271,0.209406641128011,25174,-0.210399171503705,0.9815926370548219,-0.018578886576463092
2021-10-29,1235.75,0.207376648754275,0.0111268460449121,0.207376648754275,0.277503224274311,0.0073237661420397,0.219057402665778,-83263,-0.196959994387258,0.9924582144313085,-0.00757036863573376
2021-11-30,1217.25,0.152153336488405,0.0075990963236805,0.152153336488405,0.420233898172384,0.0073130049690048,0.223680369513213,60317,-0.18238317298671,1.1164831062161658,0.11018366116359668
2021-12-31,1328.75,0.137141634574241,0.0079021636876763,0.137141634574241,0.401224678678534,0.0131840711126098,0.218852642410935,-40249,-0.28797639658197,0.9968232737000502,-0.003181782806540229
2022-01-31,1490.5,0.0879562043795621,0.0031868500503187,0.0879562043795621,0.471803725659893,0.0178565368322187,0.18700677632174,141273,-0.421144246000564,0.9763250343668856,-0.023959720994980813
2022-02-28,1644.25,0.170076498843622,-0.0045613501596472,0.170076498843622,0.319786480346059,0.0219748715133483,0.179140809323367,-9105,-0.519316965063898,1.0126720901126407,0.012592471099399491
2022-03-31,1618.25,0.151574452944316,-0.0125135176888614,0.151574452944316,0.419492667180842,0.0147826251146692,0.172272631332808,-1925,-0.506032161819727,0.9617153880397685,-0.03903672651850099
2022-04-29,1708.25,0.18896815729946,-0.0137567686228597,0.18896815729946,0.315449999250137,0.0117637340461773,0.160752193590385,-65823,-0.558311696927383,1.0388828884431416,0.03814599011756498
2022-05-31,1683.25,0.0714513049013366,-0.0374275954255161,0.0714513049013366,0.590514361704317,0.0117637340461773,0.148718175545964,57769,-0.545157076123899,0.9530599166933675,-0.04807750564281904
2022-06-30,1675.0,0.0944135903299572,-0.0683582089552239,0.0944135903299572,0.548546336406337,0.007003123289321,0.164900358332858,-112117,-0.546609463670416,1.1006891914607497,0.09593652130311987
2022-07-29,1637.0,0.128965517241379,-0.0914783139890043,0.128965517241379,0.563687981277412,0.0073614887015666,0.173090058231987,-63345,-0.525969754037039,1.0597539543057997,0.05803676260085453
2022-08-31,1507.5,0.0655592860929495,-0.0563847429519071,0.0655592860929495,0.450323178694212,0.0086059389253162,0.190756662531933,30372,-0.439683428743137,0.9921846601235914,-0.007846039702762255
2022-09-30,1364.75,0.0508180943214629,0.0078769005312329,0.0508180943214629,0.373566080978933,0.0080033217540628,0.248224543321238,69817,-0.338638968554435,1.0394505107432195,0.03869221846996826
2022-10-31,1407.0,0.138579809832086,0.0088841506751955,0.138579809832086,0.11055236385435,0.0081590146817723,0.257901628610918,-106661,-0.358966293512123,0.9959335818366656,-0.004074708524022013
2022-11-30,1469.5,0.189156382763504,0.0040830214358624,0.189156382763504,0.0208900767490264,0.0079410049300341,0.219738679116337,70430,-0.402428722256706,1.0041010498687664,0.004092663484587594
2022-12-30,1519.25,0.24810022591908,0.003126542701991,0.24810022591908,-0.126992255951517,0.0079051679513255,0.207994654597861,-51753,-0.43741921487286,1.0050645319392255,0.0050517503344099605
2023-01-31,1538.0,0.157478833490122,-0.005039011703511,0.157478833490122,0.0004570726626865,0.0079051679513255,0.225184513669086,99690,-0.452708816860872,0.9976335361730899,-0.002369268327805704
2023-02-28,1490.5,-2e-16,-0.0077155317007715,-2e-16,-0.052336374614039,0.0077292510875472,0.198256757773261,-17216,-0.422742831060654,1.0203320908166724,0.020128153538794522
2023-03-31,1505.5,-0.0843849779534745,-0.0199269345732315,-0.0843849779534745,-0.5429998171119,0.0081311417050013,0.199148541564683,53006,-0.452228309357158,0.8580236040162057,-0.15312366936418362
2023-04-28,1444.25,-0.107523559400587,-0.0173100225030293,-0.107523559400587,-0.426314803642273,0.0081311417050013,0.220504485755155,-123476,-0.410693396096744,1.0673373024019708,0.06516704457717304
2023-05-31,1299.75,-0.239133616273965,-0.063089055587613,-0.239133616273965,-0.378762197594625,0.0081311417050013,0.261428580337842,73890,-0.321289283149426,0.9504160887656034,-0.05085540210205388
2023-06-30,1557.25,-0.0748551908510323,-0.074008669128271,-0.0748551908510323,1.02970632773759,0.0054488620109996,0.235736478699963,-79552,-0.507096396025731,1.0549069682597592,0.053452581295487106
2023-07-31,1445.75,-0.11682956627978,-0.0520491094587584,-0.11682956627978,0.986342754555328,0.006559070366759,0.298173463887782,48071,-0.439215766958972,0.993607305936073,-0.006413214834713269
2023-08-31,1360.0,-0.169211973121564,0.0064338235294116,-0.169211973121564,1.10492754173245,0.0052304333423546,0.353510614216766,60691,-0.386215767996701,0.984936268829664,-0.01517834159906576
2023-09-29,1275.0,-0.154228855721393,0.0152941176470589,-0.154228855721393,1.13111635143482,0.0035075261607848,0.476339715207815,87630,-0.335145816554557,1.0394887447539107,0.038729000699746705
2023-10-31,1287.0,-0.0569701410514748,0.0182595182595182,-0.0569701410514748,1.13933643705203,0.0035075261607848,0.626181288340956,-85927,-0.36182835898727,0.9856854468709855,-0.014417994677639028
2023-11-30,1342.75,-0.0456645344705049,0.014522435300689,-0.0456645344705049,1.09140402847548,0.0030956077595456,0.545899081147734,32716,-0.417476069259996,0.9497303543913713,-0.05157717215979983
2023-12-29,1293.5,-0.119768628785301,0.0034789331271742,-0.119768628785301,1.32715672376975,0.0050687808510311,0.930821625022576,-112319,-0.391080937031706,0.9914824579192861,-0.008554023645480574
2024-01-31,1222.25,-0.195491196313971,0.0085907138474126,-0.195491196313971,1.54727505254735,0.0041822769397303,3.759883750896,120653,-0.33393914162398,1.056541748849441,0.055001073478219656
